condition_id,channel_kind,density_label,density_ms_cm2,angle_deg,trial_seed,trial_mode,n_spikes,firing_rate_hz,peak_vm_mv,baseline_vm_mv,is_unstable
bk_high,BK,high,3.0,90.0,1,FULL,8,8.0,42.51199813899384,-37.497629816648036,False
bk_high,BK,high,3.0,90.0,2,FULL,6,6.0,43.044726223402364,-38.12142417422669,False
bk_high,BK,high,3.0,90.0,3,FULL,8,8.0,43.87529402337931,-38.13381746759816,False
bk_high,BK,high,3.0,90.0,4,FULL,7,7.0,42.763236048915154,-37.85172320435429,False
bk_high,BK,high,3.0,90.0,5,FULL,6,6.0,42.627399677917055,-38.055604996538705,False
bk_high,BK,high,3.0,120.0,1,FULL,8,8.0,42.51199813899384,-37.497629816648036,False
bk_high,BK,high,3.0,120.0,2,FULL,6,6.0,43.044726223402364,-38.12142417422669,False
bk_high,BK,high,3.0,120.0,3,FULL,8,8.0,43.87529402337931,-38.13381746759816,False
bk_high,BK,high,3.0,120.0,4,FULL,7,7.0,42.763236048915154,-37.85172320435429,False
bk_high,BK,high,3.0,120.0,5,FULL,6,6.0,42.627399677917055,-38.055604996538705,False
bk_high,BK,high,3.0,150.0,1,FULL,8,8.0,42.51199813899384,-37.497629816648036,False
bk_high,BK,high,3.0,150.0,2,FULL,6,6.0,43.044726223402364,-38.12142417422669,False
bk_high,BK,high,3.0,150.0,3,FULL,8,8.0,43.87529402337931,-38.13381746759816,False
bk_high,BK,high,3.0,150.0,4,FULL,7,7.0,42.763236048915154,-37.85172320435429,False
bk_high,BK,high,3.0,150.0,5,FULL,6,6.0,42.627399677917055,-38.055604996538705,False
bk_high,BK,high,3.0,180.0,1,FULL,8,8.0,42.51199813899384,-37.497629816648036,False
bk_high,BK,high,3.0,180.0,2,FULL,6,6.0,43.044726223402364,-38.12142417422669,False
bk_high,BK,high,3.0,180.0,3,FULL,8,8.0,43.87529402337931,-38.13381746759816,False
bk_high,BK,high,3.0,180.0,4,FULL,7,7.0,42.763236048915154,-37.85172320435429,False
bk_high,BK,high,3.0,180.0,5,FULL,6,6.0,42.627399677917055,-38.055604996538705,False
bk_high,BK,high,3.0,210.0,1,FULL,7,7.0,42.93080316983655,-39.54484283005477,False
bk_high,BK,high,3.0,210.0,2,FULL,8,8.0,43.145871759929804,-39.29599928591911,False
bk_high,BK,high,3.0,210.0,3,FULL,8,8.0,43.40677668695244,-39.27178892145049,False
